"id","communities"
"davidbernegger",10
"liaoshengping",9
"catarak",5
"arcturus",13
"iampbernardo",13
"aminembarki",5
"Scrum",10
"everget",10
"podiumdesu",214
"cmeiklejohn",5
"benkamphaus",122
"petrosagg",5
"mrchypark",122
"jbpros",5
"omerg",5
"theill",10
"krongk",9
"Arjeno",89
"marcoow",5
"joshnesbitt",5
"0xDing",5
"chunzi",9
"technoweenie",5
"maurodelazeri",9
"muneef",5
"dgraham",5
"mmarcon",13
"pietrocaselani",24
"the-dagger",17
"ImMathanR",17
"sorenbouma",16
"farnetani",4
"brunoksato",4
"kirimin",32
"laiso",32
"cosminpopescu14",10
"icindy",9
"JStrebeyko",1117
"briandailey",5
"nigma",5
"berwin",9
"PursueHappinessDirectly",45
"samcorcos",134
"SevenOutman",9
"mateogianolio",10
"madbat",24
"WasserEsser",9
"Kuchiriel",4
"goldblade",1009
"abalone0204",366
"scaytrase",293
"gberger",4
"ortizvinicius",4
"thiagoprazeres",4
"raphaelcunha",4
"arzafran",130
"mikechan0731",321
"monmartins",523
"andrenarchy",5
"kasvith",5
"ianb",5
"jessecogollo",5
"besquared",5
"XWalways",925
"Fazendaaa",4
"rafaelcn",4
"patrickleet",5
"june29",32
"cometkim",42
"Rafaell416",13
"alyptik",5
"pepelsbey",5
"lambday",445
"Clalloures",19
"codemonkey85",5
"realyhy",9
"adriantodorov",1118
"galpratama",70
"kyo504",10
"ashishkrishnan",827
"nrkfeller",5
"muzammilpeer",321
"alterphp",1119
"bkeating",5
"Sanchez3",9
"jergason",5
"cherry979988",644
"mikenieva",13
"boudra",5
"Zagoshipda",42
"Scott1123",230
"cyberzilla",879
"LoopGan",9
"chuyuqiao",31
"alvimm",998
"oss6",5
"nrr",5
"skrosoft",1120
"johnHackworth",13
"cwilgenhoff",10
"kakchan",10
"shajanjp",10
"gcman105",10
"snemvalts",10
"angelini",5
"marcoroganovic",10
"serby",10
"rclanan",5
"sballesteros",5
"janajri",5
"iriswang1",19
"Atcold",19
"rsepassi",5
"crazyhottommy",84
"ShichenLiu",19
"dougalsutherland",19
"chenhsuanlin",20
"lyzzard",838
"javiercejudo",10
"bartek",5
"codesandtags",13
"eyas-ranjous",794
"mshahriarinia",592
"allenhurff",5
"matusmarcin",5
"shidhincr",10
"jlom",10
"martijndevalk",10
"jrf0110",5
"indexzero",10
"DwordPtr",1121
"328",32
"Muyun99",47
"SlexAxton",10
"Jayin",9
"Jermic",8
"ArturGuedes",4
"ChristianKienle",5
"davexunit",5
"iamnapo",10
"olarclara",4
"MiniMarvin",4
"simoneas02",4
"EEmery",4
"ognis1205",778
"TheGrimmScientist",778
"keystroke99",13
"evereq",13
"lucasfernog",475
"theFoxofSky",20
"liujunming",5
"Prakash2403",17
"rvlobato",19
"TiagoNunesDeveloper",5
"supertinou",5
"christiandrey",23
"jancarloviray",5
"duhaime",5
"arpitHub",10
"jeasoft",10
"gonsie",957
"akatrevorjay",5
"freddiev4",5
"dmente03",4
"philfreo",10
"keppelen",4
"linxinhua1993",5
"mrfrkayvaz",121
"previousdeveloper",10
"JonathanYiv",314
"maddox",5
"syt123450",5
"SalehMahmood",10
"SteveJob",9
"datoulei",10
"Janaka-Steph",10
"AmirTahani",68
"djalmaaraujo",4
"manabuyasuda",795
"sriharsha0806",19
"samuxyz",49
"rodrigogregorioneri",4
"sviridoff",10
"arnav-t",69
"Makio64",10
"nucliweb",13
"paulfri",5
"ivobenedito",5
"nacyot",42
"asux",5
"leokoo",5
"fukuiretu",32
"moreta",10
"adrianobarroso",4
"pranavcode",5
"cutmail",32
"duykhoa",5
"st0012",5
"daverau",5
"subtleGradient",9
"amatsuda",5
"Narasimha1997",5
"n01z3",634
"tdpetrou",19
"ratracegrad",10
"lcdsantos",5
"kplattret",5
"GarthDB",5
"ale3385",480
"quraisahamid",319
"sutanlab",464
"mrT4ntr4",1122
"fjh658",9
"don-smith",5
"cweill",19
"remojansen",10
"mrowa44",10
"deepakrana47",905
"rremani",359
"SUQIGUANG",784
"qjy981010",214
"fclehly",8
"james20141606",20
"TangXiaoLv",8
"HenryLiu0",8
"ravidsrk",10
"bruce3x",8
"dev4mobile",8
"Shouheng88",8
"tangqi92",8
"SmartDengg",8
"BIXIAOJIE",5
"SaladJack",8
"rozentill",20
"nirmalsinghania2008",5
"jonasmalacofilho",1123
"herpiko",464
"joshualambert",72
"chee",5
"JulienBreux",21
"mihdan",5
"ajitbohra",5
"runyan-co",10
"loretoparisi",5
"Rishat7c",5
"irohitb",5
"paulandrieux",828
"kasiditi",966
"ohe",19
"markzhai",8
"davidawad",86
"khofaai",10
"dgoodlad",5
"progress44",72
"agramfort",19
"hanleyhansen",483
"markdregan",138
"mfyz",26
"dogukanayd",26
"dnomak",26
"hpetru",5
"pmutua",5
"marcelmaatkamp",10
"alexcasalboni",5
"dbarobin",9
"gabrielsagnard",23
"NiklasMerz",5
"imeoer",9
"shuza",5
"bunlert274",1124
"anilozmen",26
"mansimarkaur",17
"ponach",17
"ankitsharma07",5
"illinifellow",5
"SimonSuster",125
"JobQiu",20
"sidkuma24",84
"neratneto",10
"jeffikus",10
"schlessera",5
"lukedeo",19
"jsalbert",19
"timjb",5
"stormraiser",19
"gbraad",5
"AaronJackson",104
"eddiesmo",20
"JimLee4530",20
"kandizzy",4
"rhsimplex",5
"rmp",19
"sebastianstarke",5
"dginev",5
"kamicut",5
"ddellacosta",5
"karbassi",5
"colbygk",5
"amdegroot",20
"llllllllll",5
"claesenm",19
"bgshih",359
"seiyria",5
"alexellis",10
"SonginCV",41
"QingSimon",41
"AbdallahMezo",22
"musoftware",10
"tarungarg546",17
"pranavjindal999",17
"prithaupadhyay",17
"sahilbansal17",17
"favourch",23
"Cypher1",1125
"lihongxun945",9
"tareiking",606
"qinmao",387
"jeffersonmourak",713
"melanierichards",5
"netoguimaraes",713
"lucashtc",4
"khaosdoctor",4
"luisangelorjr",4
"glauberramos",5
"fxcosta",4
"silky",19
"GeeveGeorge",35
"michuanhaohao",20
"CnrLwlss",177
"admc",5
"juanfernandovillahernandez",13
"MatiasOlivera",13
"chesstrian",13
"DiegoRBaquero",10
"clouby",13
"gerlis18",5
"bbenetskyy",203
"IndexXuan",9
"MohnSnow",31
"ghostwriternr",69
"saketkc",84
"srtab",5
"Tiago-Lira",4
"OtacilioN",4
"nevir",5
"Dvisacker",5
"thecyberlord",5
"Snailclimb",31
"nixpulvis",17
"TwistedW",885
"pranitbauva1997",69
"AlvinYuXT",9
"Houfeng",9
"huzidaha",9
"indpurvesh",511
"ianhussey",467
"HurSungYun",768
"blissray",560
"Raincoolly",9
"chiselinc",147
"nickbouton",10
"MRebati",5
"sktguha",10
"azs06",10
"darul75",10
"tangweikun",24
"IJEMIN",66
"kanishkaganguly",242
"Praneet460",17
"jinjor",5
"mrb",5
"fwon",9
"mythsman",9
"PixelsCommander",5
"Tianji95",9
"KMKNKK",9
"HOHOOO",31
"lnittman",9
"McCulloughRT",101
"OrekiSH",9
"savokiss",9
"radeksimko",5
"lxtGH",20
"crevillo",501
"daicoolb",9
"Rustic-Z",31
"MienJustSaysToHer",31
"f4cker",8
"sconfield",9
"ragrok",193
"niaogege",9
"robsonkades",789
"iboldurev",19
"afonsopacifer",4
"Tmeister",10
"guillaumerose",5
"gmcgibbon",10
"benashman",10
"shahidhk",5
"jkzing",9
"reasn",85
"jewlofthelotus",20
"pissang",9
"VakinduPhilliam",5
"nbrosowsky",122
"AndreiRailean",10
"dblodorn",54
"championswimmer",17
"prannayk",17
"lutangar",147
"kashifo",17
"maddhruv",10
"caiyongmin",9
"Troy-Yang",9
"luuman",9
"AngelFQC",428
"julianduque",13
"ricmoo",10
"cpurta",5
"maggiefor",1040
"haoransh",543
"rgomezcasas",685
"koakumaping",9
"Jouryjc",9
"TYRMars",9
"Hancoson",9
"nnecec",9
"emodo",9
"lsqy",9
"Bloss",9
"astaphobia",5
"clarkie",10
"jawil",9
"itzsaga",10
"jysperm",9
"iammapping",9
"ccforward",9
"rmfranciacastillo",10
"kylemh",19
"johnatandias",4
"manuasir",74
"shoota",32
"ITJesse",51
"thejsj",5
"ilearnProgramme",128
"StudentWan",31
"michellemashutian",850
"smallstrong0",8
"lecepin",1126
"mrcodedev",13
"jatempa",13
"grabbou",10
"GeneKao",273
"LooMaclin",5
"FlyAndNotDown",9
"Metrakit",10
"ohall",5
"johnwatsondev",10
"shivenmian",17
"mattcreager",5
"Chemaclass",5
"lsbardel",31
"miguelcobain",5
"Defite",735
"DymanZy",8
"70kg",8
"tchiwinpiti",10
"flyingalex",9
"lubien",4
"mastersilvio",4
"rodolfoestevam",10
"markpairdha",10
"androolloyd",5
"it950",909
"siddharthlatest",5
"angus-c",10
"ethnt",5
"mauricio-msp",4
"linuxjuggler",5
"giuseppemorelli",376
"EunusHosen",10
"elib0",10
"FelixMalfait",10
"sebastiaanluca",55
"jkiss",9
"saeedseyfi",907
"lijunle",5
"SoyGema",13
"synax",85
"iRaul",10
"klassmann",10
"dminkovsky",5
"dizys",230
"dennisreimann",5
"MarcoHengstenberg",10
"sander",31
"nabilov",10
"BabyDuncan",31
"alofgreen",984
"dfalbel",122
"michaeljdennis",5
"interaminense",4
"aitjcize",5
"BranLiang",5
"madsroskar",853
"Hua777",450
"shashankmehta",5
"Jeiwan",19
"sarojthapa60",117
"ceddc",117
"chenchenyuyu",9
"simplegis",9
"libin1991",9
"makiftutuncu",26
"prigoyal",20
"gavinmh",5
"javve",10
"raj-subhankar",668
"diegozea",97
"bacongobbler",5
"patrickmn",5
"si",93
"DCKT",915
"JorgeDeLosSantos",19
"saintplay",13
"jameswburke",103
"sijanonly",890
"cseas",28
"philippeback",769
"cihanozhan",5
"claudiainbytes",5
"lord19871207",19
"killme2008",31
"NikFranki",9
"samlanning",490
"shiruitao",201
"canisminor1990",9
"jaylinwang",9
"Anduin2017",5
"ssthouse",9
"duan602728596",9
"andrewcao95",286
"GlenGithub",8
"rldt",9
"linyang23",9
"ifyour",9
"AxeMea",9
"susiwen8",9
"diegonvs",4
"kraaas",9
"mamadoo",10
"rajikaimal",17
"coreymcmahon",5
"jacobwgillespie",5
"coltaemanuela",5
"orsenthil",42
"EmadElmogy",22
"ahmadalfy",22
"egisatoshi",5
"cultofmetatron",5
"Prithvirajbilla",5
"shvelo",10
"afc163",9
"nWidart",10
"plmsmile",812
"apburnes",10
"BingLau7",9
"suvllian",9
"NealST",10
"kad0108",31
"mathiasconradt",386
"nishathussain",19
"kasungihan",10
"anantlk",17
"ksalama",20
"kingfengji",133
"InzamamRahaman",20
"geek",10
"renatogalvones",4
"simplecooler",9
"pradeeprajkumar",24
"DBULL7",765
"mindaslab",220
"hammadhaleem",159
"michaeimm",776
"lgh06",9
"simpleapples",9
"Hitomis",8
"jameshalsall",5
"mmazzarolo",10
"mathlf2015",20
"folz",19
"quanvuong",734
"nims11",5
"quejuwen",274
"jofftiquez",5
"andreaazzini",19
"jcserracampos",4
"iros",10
"prabod",545
"edgarMejia",5
"cesaramirez",10
"andyhqtran",10
"hokaccha",32
"n3tr",148
"explooosion",5
"thebergamo",4
"SathyaBhat",5
"filipeximenes",4
"TrueMoein",10
"dmelo",4
"tiagolpadua",10
"danlourenco",10
"EslaMx7",10
"augustoabreu",4
"apobbati",10
"rajatpatel2113",10
"markui",42
"3van",10
"blackshady",10
"nawazkhan",10
"kdpisda",839
"oscarrodar",10
"AaronSum",10
"jcuevas012",10
"theahmadzai",5
"gasparrobi",10
"ivanbuncic",9
"obouchari",10
"shenjunru",9
"siwatpru",148
"TonyCletus",10
"serdardemir",5
"felipeklafke",10
"diegorodriguesvieira",4
"NigelEarle",10
"michaelBenin",10
"michaelmontero",10
"dineshvgp",10
"nplutt",10
"gustavosobral",5
"andreros",10
"Gbuomprisco",10
"fael",4
"lennartstolz",24
"alexshyba",5
"NishiGaba",10
"harshmanwani",5
"Tahseenm",10
"RonyVidaur",10
"hsnaydd",5
"RamonGebben",10
"archx3",10
"nickwhite917",10
"DhayanandBaskar",17
"Yurickh",4
"santhosh-chinnasamy",10
"ordepdev",10
"ismailmechbal",5
"peterforgacs",10
"addityasingh",10
"Aaronong",10
"arpit1997",17
"larbibaraka",10
"sunorry",9
"brunowmoreno",4
"jolyon129",60
"WitoldSlawko",93
"robneal",86
"Phonbopit",5
"alex-arriaga",218
"sekmet",10
"jsmayo",5
"salexzee",10
"georgesimos",10
"sarathchandra97",31
"dvdrtrgn",5
"thrashr888",5
"johannydls",10
"UtkarshGupta-CS",10
"matthewharwood",10
"hetz",10
"IsenrichO",10
"BideoWego",5
"odoe",117
"josephdburdick",5
"gatarelib",5
"hzhu",10
"edivangalindo",4
"BonDoQ",5
"jia58960",9
"mrtuvn",5
"Seminioni",44
"IsraelAdura",5
"kgryte",10
"nuptboyzhb",8
"meteorlxy",9
"onnimonni",5
"jhaals",5
"ehmorris",5
"gnuwilliam",4
"acroca",23
"JR93",9
"shiwano",116
"jpowie01",1127
"getify",10
"dgfigueroa29",188
"bgriffith",952
"nkbt",10
"lukeberry99",5
"GauthierD-",915
"stargt",1128
"hyeongukryu",42
"shmsw25",42
"AllenCoder",5
"Foxboron",5
"LogvinovLeon",5
"shashkovdanil",110
"OliviaLan",338
"filipekiss",10
"nitu2003",9
"giuem",9
"Adam16",5
"oxinabox",19
"imankit",876
"robert-wallis",761
"5argon",14
"Meteorix",14
"aikar",609
"rankun203",9
"pixelsize",10
"petervandenabeele",5
"Yorko",19
"rubennorte",10
"Dazaman",647
"evalexpr",875
"bhamadicharef",5
"chaitan94",100
"iampujan",99
"khui",20
"pravn",19
"asampat3090",5
"krunal3kapadiya",5
"jonpappalord",19
"WendellAdriel",4
"X-Mars",9
"maxfierke",367
"leeluolee",9
"gillesbertaux",858
"rajanand02",17
"Marthyn",75
"ibnudrift7",1006
"JHurricane96",532
"kastnerkyle",5
"one1zero1one",85
"quantumtom",781
"dawnarc",10
"stepankuzmin",10
"biigpongsatorn",148
"fffabs",10
"jsanz",13
"amishas157",111
"puik",13
"clemmy",10
"davelab6",5
"rememberlenny",5
"robsonmarques",4
"ArmCM",5
"achbogga",1129
"cop4587",1130
"chicojunior",617
"julioc98",4
"brunobbbs",4
"RuanAragao",4
"PauloLuan",5
"meeeejin",5
"eduardomartins",4
"Nhanderu",5
"felipebastosweb",4
"gmarcial",4
"cauethenorio",4
"marcelomf",4
"krisjin",9
"hevertoncastro",4
"rafaelcaricio",5
"cavaunpeu",19
"JuZiSang",9
"cherishsantosh",5
"mo10",51
"lavela",479
"joaovinicius",4
"davidfekke",5
"soapdog",4
"arden",10
"Mrjing",9
"LucasBassetti",5
"thenewsky",24
"MiaoDX",494
"donatj",5
"avelino",5
"antono",5
"ghislainv",1131
"AwalDeep",856
"DmytroLitvinov",5
"Nejel",943
"FUlyankin",1132
"serbernar",44
"Chenyifei-FDU",627
"hendisantika",70
"jparr721",19
"chriman",9
"MrErHu",9
"ggoog",9
"shadefly",24
"JackStronger",24
"JaleelNazir",24
"SunJieMing",10
"jorgejr568",5
"jeseekia",732
"therebelrobot",5
"andyprasetya",13
"ErickPetru",4
"Patrickctyyx",714
"LeonardoCardoso",24
"pkrush",1133
"mirzap",10
"nelsonpecora",5
"eirslett",5
"RadnoK",552
"arnolanglade",552
"eduardofg87",4
"aretw0",206
"Timtech4u",23
"spicyboiledfish",9
"jperasmus",17
"liubin1777",9
"gaoyuankidult",461
"fen666",9
"fengtalk",9
"angeliaz",9
"Alexorz",575
"hivandu",9
"firstmover",484
"MohammedRashad",5
"bradleyboehmke",122
"ivyleavedtoadflax",22
"bearloga",122
"oriolmirosa",10
"jasonjb82",122
"jonathan-g",186
"ajayns",5
"PetarV-",20
"lohasle",9
"JaredLees",387
"paulyhedral",24
"syedmisbah",19
"deepakkarki",5
"junqiangchen",20
"thoas",5
"mingx009",942
"aayush26",668
"dong77",9
"shumkov",5
"bredele",10
"mauroherlein",5
"mafairnet",5
"redrick",5
"Jon-Millent",760
"hallix",5
"tdelhomme",84
"goh-chunlin",9
"liuhaimingcn",5
"jvandenaardweg",5
"emlun",5
"gzepeda",24
"seap",9
"hermeto",5
"avelardi",5
"jcwalmsley",5
"Lulalaby",9
"mentorgashi",5
"singee77",9
"leiquan",9
"Takumi0901",5
"Lynazhang",20
"miyachik",5
"hjd919",9
"ferbncode",5
"sampathg9",5
"fardog",5
"nocoolyoyo",9
"Shraddha2702",28
"thelastinuit",5
"eldalo",5
"anruence",9
"int3rlop3r",5
"DaniilSydorenko",10
"EcutDavid",10
"gentamura",10
"jonhester",4
"lig",832
"martin-svk",10
"fengshenhai-0727",5
"Sergic",552
"jpuri",17
"robwalkerco",272
"scarletcho",19
"salman-bhai",50
"Cein-Markey",1003
"shuxiaobo",546
"MeteALANLI",1134
"rluders",709
"kolier",10
"adrianbrink",19
"chetmancini",5
"NoCLin",31
"hrbrmstr",122
"argentinaluiz",4
"EvenLjj",9
"goto456",31
"mthli",8
"davidalves1",4
"jingsam",9
"hiroppy",10
"qhan1028",840
"efegurkan",213
"pixari",9
"monsieurnebo",1002
"aby0",19
"TaurusXi",65
"sharadmv",734
"Neo-Zhixing",570
"mimukit",238
"richardaecn",20
"astritzeqiri",1135
"hjdesigner",4
"joao-alberto",10
"daipeihust",9
"matheus-crivellari",1001
"rutujar",28
"riktar",862
"LucaColonnello",10
"fabienthetis",10
"ionescu77",10
"sunkuo",9
"stecb",10
"hosjiu1702",19
"juno249",10
"GiacomoMineo",10
"Qard",5
"dumplings",9
"s0nskar",10
"Mulder90",10
"clintzh",5
"erwinwahyura",10
"song940",9
"4096void",9
"themucha",9
"roblarsen",10
"DylanPiercey",10
"sharpred",10
"Hc747",496
"alexhulbert",5
"andreascreten",10
"robertmuehsig",88
"DougFischer",24
"kris-singh",137
"funcwj",701
"Alvadorn",1000
"aploium",20
"geoah",5
"mosch",5
"dyazincahya",70
"jeneser",9
"ptomasroos",10
"kochizufan",5
"giordanna",4
"redouanelg",19
"scaelles",20
"PatrickChrist",20
"DSKSD",19
"misaochan",829
"1999",10
"lzhbrian",484
"raryosu",756
"mcollina",10
"liinnux",9
"taikongfeizhu",9
"lufutu",1004
"jrwren",564
"robzienert",21
"dotproto",10
"frap129",5
"elmindreda",2
"caiobzen",939
"FFY00",5
"luisdalmolin",4
"jason90929",5
"allenwong",24
"fanzeyi",9
"mofhu",9
"liuxing3169",9
"Andrew-liu",9
"david-yoon",1136
"CS-Tao",688
"HaotMan",688
"hank9cao",693
"pholanda",1108
"shiya",9
"rferro",10
"a-r-d",10
"mr-woot",9
"Stwissel",124
"gongbaochicken",9
"dudesl",10
"jamescarr",5
"gokaygurcan",5
"cschram",10
"techwraith",5
"scriptnull",10
"ScottONeal",5
"carlos8f",5
"motyar",5
"mokkabonna",10
"kyleludlow",10
"herrmannplatz",10
"brohlson",10
"shannonjen",10
"indrajithbandara",5
"dmackerman",5
"danriti",5
"ondrejsika",5
"dragon3",5
"BillBillBillBill",9
"Rajkumarmagar",5
"rukmal",141
"kr15h",5
"stc",5
"moleike",5
"hp-huang-tw",554
"kostandinang",370
"JimmyLee05",9
"igorkamyshev",110
"kbyyd24",9
"nettyxiong",857
"cadu",173
"humblem2",618
"paulovpcotta",623
"monospaced",10
"miqianmimi",627
"Jaggle",5
"sgotti",5
"orlandocharles",631
"prakharchoudhary",125
"mikeal",10
"itsgg",5
"missingfaktor",5
"statico",5
"ndbroadbent",5
"emmenko",10
"franckverrot",5
"alansouzati",10
"patrickmonteiro",4
"abhiskk",19
"drewroberts",569
"julianjca",70
"joshmanders",5
